Downloaded from FDA Regulatory Status of Color Additives; http://hfpappexternal.fda.gov/scripts/fdcc/?set=ColorAdditives; Last updated 2/14/2025; downloaded 4/11/2025.

"See End Note descriptions at https://www.hfpappexternal.fda.gov/scripts/fdcc/index.cfm?set=ColorAdditives."

CAS Reg No or other ID code,Color,See also,EEC No,Status,Use,Former use,RESTRICTIONS,End Notes Detail,END NOTES,Other names,RegnumCA1,RegnumCA2,RegnumCA3,RegnumCA4,RegnumCA5,RegnumCA6,RegnumO1,RegnumO2,RegnumO3,RegnumO4,RegnumO5,RegnumO6,RegnumO7,RegnumO8,RegnumO9,RegnumO10,RegnumO11,RegnumO12,RegnumO13,Citation 1a,Date FR 1a inc estimates,Text2 Date Actual FR 1a,Action 1a,Citation 1b,Date FR 1b,Action 1b,Citation 1c,Date FR 1c,Action 1c,Citation 1d,Date FR 1d,Action 1d,Citation 1e,Date FR 1e,Action 1e,Limitations 1,Citation 2a,Date FR 2a,Action 2a,Citation 2b,Date FR 2b,Action 2b,Citation 2c,Date FR 2c,Action 2c,Citation 2d,Date FR 2d,Action 2d,Citation 2e,Date FR 2e,Action 2e,Limitations 2,Citation 3a,Date FR 3a,Action 3a,Citation 3b,Date FR 3b,Action 3b,Citation 3c,Date FR 3c,Action 3c,Citation 3d,Date FR 3d,Action 3d,Limitations 3,Citation 4a,Date FR 4a,Action 4a,Citation 4b,Date FR 4b,Action 4b,Citation 4c,Date FR 4c,Action 4c,Citation 4d,Date FR 4d,Action 4d,Citation 4e,Date FR 4e,Action 4e,Citation 4f,Date FR 4f,Action 4f,Limitations 4,Citation 5a,Date FR 5a,Action 5a,Citation 5b,Date FR 5b,Action 5b,Citation 5c,Date FR 5c,Action 5c,Citation 5d,Date FR 5d,Action 5d,Citation 5e,Date FR 5e,Action 5e,Citation 5f,Date FR 5f,Action 5f,Limitations 5,Citation 6a,Date FR 6a,Action 6a,Citation 6b,Date FR 6b,Action 6b,Citation 6c,Date FR 6c,Action 6c,Citation 6d,Date FR 6d,Action 6d,Citation 6e,Date FR 6e,Action 6e,Limitations 6,Citation 7a,Date FR 7a,Action 7a,Citation 7b,Date FR 7b,Action 7b,Citation 7c,Date FR 7c,Action 7c,Citation 7d,Date FR 7d,Action 7d,Limitations 7,Citation 8a,Date FR 8a,Action 8a,Citation 8b,Date FR 8b,Action 8b,Citation 8c,Date FR 8c,Action 8c,Citation 8d,Date FR 8d,Action 8d,Limitations 8,Citation 9a,Date FR 9a,Action 9a,Citation 9b,Date FR 9b,Action 9b,Citation 9c,Date FR 9c,Action 9C,Limitations 9,Citation 10a,Date FR 10a,Action 10a,Citation 10b,Date FR 10b,Action 10b,Citation 10c,Date FR 10c,Action 10c,Limitations 10,Citation 11a,Date FR 11a,Action 11a,Citation 11b,Date FR 11b,Action 11b,Citation 11c,Date FR 11c,Action 11c,Limitations 11,Citation 12a,Date FR 12a,Action 12a,Citation 12b,Date FR 12b,Action 12b,Action 12c,Date FR 12c,Citation 12c,Limitations 12,Citation 13a,Date FR 13a,Action 13a,Citation 13b,Date FR 13b,Action 13b,Citation 13c,Date FR 13c,Action 13c,Limitations 13
" 81-88-9"," D&C Red No. 19",,," Delisted, formerly subject to certification"," None"," formerly Drugs, Cosmetics",," none",," &diams; RHODAMINE B<br />&diams; (9-(O-CARBOXYPHENYL)-6-(DIETHYLAMINO)-3H-XANTHEN-3-YLIDENE)DIETHYLAMMONIUM CHLORIDE<br />&diams; 9-(2-CARBOXYPHENYL)-3,6-BIS(DIETHYLAMINO)XANTHYLIUM CHLORIDE<br />&diams; AMMONIUM, (9-(O-CARBOXYPHENYL)-6-(DIETHYLAMINO)-3H-XANTHEN-3-YLIDENE)DIETHYL-, CHLORIDE<br />&diams; C.I. 45170<br />&diams; C.I. BASIC VIOLET 10<br />&diams; EDICOL SUPRA ROSE BS<br />&diams; FD&C RED NO. 19<br />&diams; RHODAMINE B EXTRA<br />&diams; XANTHYLIUM, 9-(2-CARBOXYPHENYL)-3,6-BIS(DIETHYLAMINO)-, CHLORIDE",=T("81.10"),=T("81.30"),,,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1928)",05/09/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation"," 25 FR 9759",10/12/1960," Tolerances; limitations of certificates",,,,,,,,,," Provisional drugs and cosmetics; delisting for unrestricted use in drugs and cosmetics; temporary tolerances of 6% in lipstick; drugs and other preparations subject to ingestion not more than 0.75 mg/day dosage; limitations of certificates"," 44 FR 48964",08/21/1979," Final Rule; temporary tolerances; limitations of certificates"," 45 FR 22904",04/04/1980," Confirmation of effective date"," 48 FR 5262",02/04/1983," Final Rule",,,," Temporary tolerance of 1.3% in lipsticks, 0.002% in dentifrices, 0.005% in mouthwashes, and 0.025 mg/daily dose in other ingested drugs. Prior limited use cancelled. Restricted to external use."," 50 FR 13017",04/02/1985," Final Rule; postponement of closing date"," 50 FR 20408",05/16/1985," Correction"," 51 FR 20786",06/06/1986," Final Rule; postponement of closing date"," 51 FR 28363",08/07/1986," Final Rule; postponement of closing date",,,,,,," Provisional listing for external drugs and cosmetics."," 51 FR 28346",08/07/1986," Final Rule"," 51 FR 35509",10/06/1986," Final Rule; response to objections, removal of stay",,,,,,,,,,,,," Listed for use in external drugs and cosmetics use, GMP."," 53 FR 26768",07/15/1988," Final Rule; delisting; cancellation of certificates; removal of provisional regulations"," 53 FR 26881",07/15/1988," Notice; denial of petition"," 53 FR 29655",07/15/1988," Final Rule; clarification",,,,,,," Revocation of regulations for use in external drugs and cosmetics.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 64381-99-3"," D&C Red No. 20",,," Delisted, formerly subject to certification"," None"," formerly Drugs, Cosmetics",," none",," &diams; RHODAMINE B ACETATE",,,,,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1928)",05/09/1939,," Specifications"," Public Law 86-618",07/12/1960," Delisting",,,,,,,,,," Drugs and cosmetic use. No batch ever certified.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 15086-94-9"," D&C Red No. 21",,," Permanently listed, certification required"," Drugs, Cosmetics",," Drugs generally. Cosmetics generally.",,=T("5")," &diams; 2',4',5',7'-tetrabromo-3',6'-dihydroxyspiro(isobenzofuran-1(3H),9'-(9H)xanthen)-3-one<br />&diams; 2',4',5',7'-tetrabromofluorescein<br />&diams; C.I. 45380:2<br />&diams; C.I. Solvent Red 43<br />&diams; Eosine<br />&diams; fluorescein, 2',4',5',7'-tetrabromo-<br />&diams; Solvent Red 43<br />&diams; spiro(isobenzofuran-1(3H),9'-(9H)xanthen)-3-one, 2',4',5',7'-tetrabromo-3',6'-dihydroxy-<br />&diams; tetrabromofluorescein",=T("74.1321"),=T("74.2321"),=T("82.1321"),,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1929)",05/09/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional drugs and cosmetic use."," 38 FR 21199",08/06/1973," Notice of Filing"," 47 FR 53843",11/30/1982," Final Rule"," 48 FR 4463",02/01/1983," Final Rule; confirmation of effective date",,,," Drug and cosmetic use general GMP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 17372-87-1"," D&C Red No. 22",,," Permanently listed, certification required"," Drugs, Cosmetics",," Drugs generally. Cosmetics generally.",,=T("5")," &diams; Acid Red 87<br />&diams; C.I. 45380<br />&diams; C.I. Acid Red 87<br />&diams; disodium 2',4',5',7'-tetrabromo-3',6'-dihydroxyspiro(isobenzofuran-1(3H),9'-(9H)xanthen-3-one<br />&diams; disodium 2',4',5',7'-tetrabromofluorescein<br />&diams; Eosin YS<br />&diams; Eosine G<br />&diams; Eosine Yellowish<br />&diams; fluorescein, 2',4',5',7'-tetrabromo-, disodium salt<br />&diams; spiro(isobenzofuran-1(3H),9'-(9H)xanthen)-3-one, 2',4',5',7'-tetrabromo-3',6'-dihydroxy-, disodium salt",=T("74.1322"),=T("74.2322"),=T("82.1322"),,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1929)",05/09/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional drugs and cosmetic use."," 38 FR 21199",08/06/1973," Notice of Filing"," 47 FR 53843",11/30/1982," Final Rule"," 48 FR 4463",02/01/1983," Final Rule; confirmation of effective date",,,," Drug and cosmetic use general GMP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 56897-54-2"," D&C Red No. 23",,," Delisted, formerly subject to certification"," None"," formerly Drugs, Cosmetics",," none",," &diams; DIPOTASSIUM 2',4',5',7'-TETRABROMOFLUORESCEIN<br />&diams; DIPOTASSIUM 2',4,'5',7'-TETRABROMO-3',6'-DIHYDROXYSPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN-3-ONE<br />&diams; FLUORESCEIN, 2',4',5',7'-TETRABROMO-, DIPOTASSIUM SALT<br />&diams; SPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN-3-ONE, 2',4',5',7'-TETRABROMO-3',6'-DIHYDROXY-, DIPOTASSIUM SALT",,,,,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1929)",05/09/1939,," Specifications"," Public Law 86-618",07/12/1960," Delisting",,,,,,,,,," Drugs and cosmetic use. No batch ever certified.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 2320-38-9"," D&C Red No. 24",,," Delisted, formerly subject to certification"," None"," formerly Drugs, Cosmetics",," none",," &diams; C.I. Solvent Red 42<br />&diams; 2',4',5',7'-tetrachloro-3',6'-dihydroxyspiro(isobenzofuran-1(3H),9'-(9H)xanthen)-3-one<br />&diams; 2',4',5',7'-tetrachlorofluorescein<br />&diams; C.I. 45366<br />&diams; D&C Red No. 26<br />&diams; D&C Red No. 25<br />&diams; fluorescein, 2',4',5',7'-tetrachloro-<br />&diams; Solvent Red 42<br />&diams; spiro(isobenzofuran-1(3H),9'-(9H)xanthen)-3-one, 2',4',5',7'-tetrachloro-3',6'-dihydroxy-",=T("81.30"),,,,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1929)",05/09/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation"," 28 FR 317",01/11/1963," Delisting"," 31 FR 5490",04/07/1966," Cancellation of certification",,,,,,," Provisional drugs and cosmetics.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 2320-38-9"," D&C Red No. 25",,," Delisted, formerly subject to certification"," None"," formerly Drugs, Cosmetics",," none",," &diams; C.I. SOLVENT RED 42<br />&diams; 2',4',5',7'-TETRACHLORO-3',6'-DIHYDROXYSPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE<br />&diams; 2',4',5',7'-TETRACHLOROFLUORESCEIN<br />&diams; C.I. 45366<br />&diams; D&C RED NO. 24<br />&diams; D&C RED NO. 26<br />&diams; FLUORESCEIN, 2',4',5',7'-TETRACHLORO-<br />&diams; SOLVENT RED 42<br />&diams; SPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE, 2',4',5',7'-TETRACHLORO-3',6'-DIHYDROXY-",=T("81.30"),,,,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1929)",05/09/1939,," Specifications"," Public Law 86-618",07/12/1960," Delisting",,,,,,,,,," Drugs and cosmetic use. No batch ever certified.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 2320-38-9"," D&C Red No. 26",,," Delisted, formerly subject to certification"," None"," formerly Drugs, Cosmetics",," none",," &diams; C.I. SOLVENT RED 42<br />&diams; 2',4',5',7'-TETRACHLORO-3',6'-DIHYDROXYSPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE<br />&diams; 2',4',5',7'-TETRACHLOROFLUORESCEIN<br />&diams; C.I. 45366<br />&diams; D&C RED NO. 24<br />&diams; D&C RED NO. 25<br />&diams; FLUORESCEIN, 2',4',5',7'-TETRACHLORO-<br />&diams; SOLVENT RED 42<br />&diams; SPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE, 2',4',5',7'-TETRACHLORO-3',6'-DIHYDROXY-",=T("81.30"),,,,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1929)",05/09/1939,," Specifications"," Public Law 86-618",07/12/1960," Delisting",,,,,,,,,," Drugs and cosmetic use. No batch ever certified.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 13473-26-2"," D&C Red No. 27",,," Permanently listed, certification required"," Drugs, Cosmetics",," Drugs generally. Cosmetics generally.",,=T("5")," &diams; 2',4',5',7'-TETRABROMO-4,5,6,7-TETRACHLORO-3',6'-DIHYDROXYSPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE<br />&diams; 2',4',5',7'-TETRABROMO-4,5,6,7-TETRACHLOROFLU<br />&diams; 2',4',5',7'-TETRABROMO-4,5,6,7-TETRACHLOROFLUORESCEIN<br />&diams; C.I. 45410:1<br />&diams; C.I. SOLVENT RED 48<br />&diams; FLUORESCEIN, 2',4',5',7'-TETRABROMO-4,5,6,7-TETRACHLORO-<br />&diams; SOLVENT RED 48<br />&diams; SPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE, 2',4',5',7'-TETRABROMO-4,5,6,7-TETRACHLORO-3',6'-DIHYDROXY-",=T("74.1327"),=T("74.2327"),=T("82.1327"),,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1929)",05/09/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional drugs and cosmetic use."," 38 FR 21199",08/06/1973," Notice of Filing"," 47 FR 42567",09/28/1982," Final Rule"," 47 FR 51106",11/12/1982," Correction",,,," Drugs and cosmetic use general GMP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 18472-87-2"," D&C Red No. 28",,," Permanently listed, certification required"," Drugs, Cosmetics",," Drugs generally. Cosmetics generally.",,=T("5")," &diams; ACID RED 92<br />&diams; C.I. 45410<br />&diams; C.I. ACID RED 92<br />&diams; DISODIUM 2',4',5',7'-TETRABROMO-4,5,6,7-TETRACHLORO-3',6'-DIHYDROXYSPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE<br />&diams; DISODIUM 2',4',5',7'-TETRABROMO-4,5,6,7-TETRACHLOROFLUORESCEIN<br />&diams; FLUORESCEIN, 2',4',5',7'-TETRABROMO-4,5,6,7-TETRACHLORO-, DISODIUM SALT<br />&diams; FOOD RED NO. 104<br />&diams; PHLOXIN B<br />&diams; PHLOXINE B<br />&diams; SPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE, 2',4',5',7'-TETRABROMO-4,5,6,7-TETRACHLORO-3',6'-DIHYDROXY-, DISODIUM SALT",=T("74.1328"),=T("74.2328"),=T("82.1328"),,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1929)",05/09/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional drugs and cosmetic use."," 38 FR 21199",08/06/1973," Notice of Filing"," 47 FR 42567",09/28/1982," Final Rule"," 47 FR 51106",11/12/1982," Correction",,,," Drugs and cosmetic use general GMP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 6359-09-7"," D&C Red No. 29",,," Delisted, formerly subject to certification"," None"," formerly Drugs, Cosmetics",," none",," &diams; C.I. Solvent Red 46<br />&diams; 1,4,5,8,15-pentabromo-2,7-dicarboxy-3,6-fluorandiol<br />&diams; 1,4,5,8-tetrabromo-9-(2-bromo-6-carboxyphenyl)-6-hydroxy-3-oxo-3H-xanthene-2,7-dicarboxylic acid<br />&diams; 3H-xanthene-2,7-dicarboxylic Acid, 1,4,5,8-tetrabromo-9-(2-bromo-6-carboxyphenyl)-6-hydroxy-3-oxo-<br />&diams; C.I. 45457<br />&diams; Red 29<br />&diams; Solvent Red 46",=T("81.30"),,,,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1929)",05/09/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation"," 28 FR 317",01/11/1963," Delisting"," 31 FR 5490",04/07/1966," Cancellation of certification",,,,,,," Provisional drugs and cosmetic use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 2379-74-0"," D&C Red No. 30",,," Permanently listed, certification required"," Drugs, Cosmetics",," Drugs generally. Cosmetics generally.",,=T("5")," &diams; (DELTA2,2'(3H,3'H)-BIBENZO(B)THIOPHENE)-3,3'-DIONE, 6,6'-DICHLORO-4,4'-DIMETHYL-<br />&diams; 3,3'-DIMETHYL-5,5'-DICHLOROTHIOINDIGO<br />&diams; 5,5'-DICHLORO-3,3'-DIMETHYLTHIOINDIGO<br />&diams; 6,6'-DICHLORO-4,4'-DIMETHYL-(DELTA2,2'(3H,3'H)-BIBENZO(B)THIOPHENE)-3,3'-DIONE<br />&diams; 6,6'-DICHLORO-4,4'-DIMETHYLTHIOINDIGO<br />&diams; 6-CHLORO-2-(6-CHLORO-4-METHYL-3-OXOBENZO(B)THIEN-2(3H)-YLIDENE)-4-METHYLBENZO(B)THIOPHEN-3(2H)-ONE<br />&diams; BENZO(B)THIOPHEN-3(2H)-ONE, 6-CHLORO-2-(6-CHLORO-4-METHYL-3-OXOBENZO(B)THIEN-2(3H)-YLIDENE)-4-METHYL-<br />&diams; C.I. 73360<br />&diams; C.I. PIGMENT RED 181<br />&diams; C.I. VAT RED 1<br />&diams; CALCOPHYL PINK FF<br />&diams; INDANTHRENE BRILLIANT PINK R<br />&diams; JAPAN RED 226<br />&diams; PIGMENT RED 181<br />&diams; VAT RED 1",=T("74.1330"),=T("74.2330"),=T("82.1330"),,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1929)",05/09/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional drugs and cosmetic use."," 33 FR 17205",11/20/1968," Notice of Filing"," 41 FR 9584",03/05/1976," Amendment of Filing"," 47 FR 22509",05/25/1982," Final Rule",,,," Drug and cosmetic use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 6371-76-2"," D&C Red No. 31",,," Permanently listed, certification required"," Drugs, Cosmetics",," Externally applied cosmetics.",,=T("6")," &diams; 2-NAPHTHALENECARBOXYLIC ACID, 3-HYDROXY-4-(PHENYLAZO)-, CALCIUM SALT (2:1)<br />&diams; C.I. 15800:1<br />&diams; C.I. PIGMENT RED 64, CALCIUM SALT (2:1)<br />&diams; C.I. PIGMENT RED 64:1<br />&diams; CALCIUM 3-HYDROXY-4-(PHENYLAZO)-2-NAPHTHALENECARBOXYLATE<br />&diams; FD&C RED NO. 31<br />&diams; PIGMENT RED 64:1",=T("74.1331"),=T("74.2331"),=T("81.30"),=T("82.1331"),,,,,,,,,,,,,,,," 4 FR 3931",09/16/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional drugs and cosmetic use."," 33 FR 5987",04/19/1968," Delisted for ingested use; cancellation of certificates for ingested use.",,,,,,,,,," Externally applied drugs and cosmetics only."," 41 FR 51595",11/23/1976," Final Rule"," 42 FR 10981",02/25/1977," Final Rule; confirmation of effective date",,,,,,,,,,,,," Externally applied drugs and cosmetics GMP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 3567-66-6"," D&C Red No. 33",,," Permanently listed, certification required"," Drugs, Cosmetics",," Ingested drugs, other than mouthwashes and dentrifices (NTE 0.75 mg/daily dose of drug); externally applied drugs, mouthwashes and dentrifices. Externally applied cosmetics; mouthwashes, dentrifices; cosmetic lip products (NTE) 3% (by wt) of finished cosmetic product.)",,=T("6")," &diams; 2,7-naphthalenedisulfonic acid, 5-amino-4-hydroxy-3-(phenylazo)-, disodium salt<br />&diams; Acid Red 33<br />&diams; C.I. 17200<br />&diams; C.I. Acid Red 33<br />&diams; C.I. Acid Red 33, disodium salt<br />&diams; C.I. Food Red 12<br />&diams; disodium 5-amino-4-hydroxy-3-(phenylazo)-2,7-naphthalenedisulfonate<br />&diams; Edicol Supra Red 10BS<br />&diams; Fast Acid Fuchine<br />&diams; Red 10B<br />&diams; Red 10BS",=T("74.1333"),=T("74.2333"),=T("82.1333"),,,,,,,,,,,,,,,,," 4 FR 3931",09/16/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation"," 25 FR 9759",10/12/1960," Tolerances; limitations of certificates",,,,,,,,,," Provisional drugs and cosmetics; delisting for unrestricted use in drugs and cosmetics; temporary tolerances of 6% in lipstick; drugs and other preparations subject to ingestion not more than 0.75 mg/day dosage; limitations of certificates"," 44 FR 48964",08/21/1979," Final Rule; temporary tolerance"," 45 FR 22904",04/04/1980," Final Rule; confirmation of effective date",,,,,,," Prior tolerances cancelled. Temporary tolerance of 3% in lipstick and lip cosmetic; used in drugs subject to ingestion other than mouthwashes and dentrices not to exceed 0.75 mg/day; limitations of certificates"," 52 FR 6323",03/03/1987," Final Rule; postponement of closing date"," 52 FR 15945",05/01/1987," Final Rule; postponement of closing date"," 52 FR 25209",07/06/1987," Final Rule; postponement of closing date"," 52 FR 33573",09/04/1987," Final Rule; postponement of closing date",,,,,,," Provisional drug and cosmetic use; postponement of closing date."," 53 FR 33110",09/30/1988," Final Rule"," 53 FR 41649",10/24/1988," Correction"," 53 FR 43681",10/28/1988," Final Rule; confirmation of effective date",,,,,,,,,," Permanent listing for drug and cosmetic use except for use in eye area. Ingested drugs other than mouthwashes and dentricices in amounts not to exceed 0.75 mg/daily does. In cosmetic lip products not to exceed 3% by weight of finished cosmetic. Removal of provisional regulation and temporary tolerances.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 6417-83-0"," D&C Red No. 34",,," Permanently listed, certification required"," Drugs, Cosmetics",," Externally applied drugs. Externally applied cosmetics.",,=T("6")," &diams; 2-NAPHTHALENECARBOXYLIC ACID, 3-HYDROXY-4-((1-SULFO-2-NAPHTHALENYL)AZO)-, CALCIUM SALT (1:1)<br />&diams; C.I. 15880:1<br />&diams; C.I. PIGMENT RED 63, CALCIUM SALT (1:1)<br />&diams; C.I. PIGMENT RED 63:1<br />&diams; CALCIUM 3-HYDROXY-4-((1-SULFO-2-NAPHTHALENYL)AZO)-2-NAPHTHALENECARBOXYLATE<br />&diams; PIGMENT RED 63:1",=T("74.1334"),=T("74.2334"),=T("81.30"),=T("82.1334"),,,,,,,,,,,,,,,," 4 FR 3931",09/16/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional drugs and cosmetic use."," 33 FR 5987",04/19/1968," Limited to external use only. Cancellation of certification for ingested use.",,,,,,,,,," Provisional drugs and cosmetic use. Limited to external use only."," 41 FR 51592",11/23/1976," Final Rule"," 42 FR 12424",03/04/1977," Final Rule; stay of effectiveness"," 43 FR 4975",02/07/1978," Final Rule; confirmation of effective date",,,,,,,,,," External drug and cosmetic use only. Does not include lakes."," 41 FR 51592",11/23/1976," Delisting",,,,,,,,,,,,,,,," Termination of provisional listing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 2425-85-6"," D&C Red No. 35",,," Delisted, formerly subject to certification"," None"," formerly Drugs, Cosmetics",," none",," &diams; TOLUIDINE RED<br />&diams; 1-((4-METHYL-2-NITROPHENYL)AZO)-2-NAPHTHALENOL<br />&diams; 2-NAPHTHALENOL, 1-((4-METHYL-2-NITROPHENYL)AZO)-<br />&diams; C.I. 12120<br />&diams; C.I. PIGMENT RED 3<br />&diams; HANSA RED B<br />&diams; PIGMENT RED 3",=T("81.30"),,,,,,,,,,,,,,,,,,," 4 FR 3931",09/16/1939,," Specifications",,,,,,,,,,,,," Drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional drugs and cosmetic use."," 28 FR 317",01/11/1963," Delisting"," 31 FR 5490",04/07/1966," Cancellation of certificates",,,,,,," Provisional drugs and cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
